"intersection_id","tollgate_id","time_window","avg_travel_time"
"B","3","2016-09-22 11:40:00","123.48"
"B","3","2016-09-22 12:00:00","103.68"
"B","3","2016-09-22 12:20:00","79.97"
"B","3","2016-09-22 12:40:00","78.74"
"B","3","2016-09-22 13:00:00","118.72"
"B","3","2016-09-22 13:20:00","93.86"
"B","3","2016-09-22 13:40:00","123.97"
"B","3","2016-09-22 14:00:00","112.85"
"B","3","2016-09-22 14:20:00","77.76"
"B","3","2016-09-22 14:40:00","105.17"
"B","3","2016-09-22 15:00:00","113.28"
"B","3","2016-09-22 15:20:00","136.09"
"B","3","2016-09-22 15:40:00","116.55"
"B","3","2016-09-22 16:00:00","88.75"
"B","3","2016-09-22 16:20:00","120.81"
"B","3","2016-09-22 16:40:00","116.62"
"B","3","2016-09-22 17:00:00","70.61"
"B","3","2016-09-22 17:20:00","132.87"
"B","3","2016-09-22 17:40:00","137.84"
"B","3","2016-09-22 18:00:00","101.47"
"B","3","2016-09-22 18:20:00","112.04"
"B","3","2016-09-22 18:40:00","122.5"
"B","3","2016-09-22 19:00:00","108.4"
"B","3","2016-09-22 19:20:00","108.07"
"B","3","2016-09-22 19:40:00","146.25"
"B","3","2016-09-22 20:00:00","88.83"
"B","3","2016-09-22 20:20:00","111.98"
"B","3","2016-09-22 20:40:00","107.72"
"B","3","2016-09-22 21:00:00","91.96"
"B","3","2016-09-22 21:20:00","95.34"
"B","3","2016-09-22 21:40:00","65.0"
"B","3","2016-09-22 22:00:00","129.39"
"B","3","2016-09-22 22:20:00","0"
"B","3","2016-09-22 22:40:00","0"
"B","3","2016-09-22 23:00:00","0"
"B","3","2016-09-22 23:20:00","107.06"
"B","3","2016-09-22 23:40:00","0"
"B","3","2016-09-23 00:00:00","0"
"B","3","2016-09-23 00:20:00","0"
"B","3","2016-09-23 00:40:00","0"
"B","3","2016-09-23 01:00:00","0"
"B","3","2016-09-23 01:20:00","107.73"
"B","3","2016-09-23 01:40:00","0"
"B","3","2016-09-23 02:00:00","0"
"B","3","2016-09-23 02:20:00","0"
"B","3","2016-09-23 02:40:00","0"
"B","3","2016-09-23 03:00:00","0"
"B","3","2016-09-23 03:20:00","208.64"
"B","3","2016-09-23 03:40:00","0"
"B","3","2016-09-23 04:00:00","0"
"B","3","2016-09-23 04:20:00","99.14"
"B","3","2016-09-23 04:40:00","0"
"B","3","2016-09-23 05:00:00","0"
"B","3","2016-09-23 05:20:00","30.07"
"B","3","2016-09-23 05:40:00","0"
"B","3","2016-09-23 06:00:00","139.65"
"B","3","2016-09-23 06:20:00","61.33"
"B","3","2016-09-23 06:40:00","144.06"
"B","3","2016-09-23 07:00:00","149.87"
"B","3","2016-09-23 07:20:00","111.22"
"B","3","2016-09-23 07:40:00","124.0"
"B","3","2016-09-23 08:00:00","113.02"
"B","3","2016-09-23 08:20:00","179.88"
"B","3","2016-09-23 08:40:00","193.36"
"B","3","2016-09-23 09:00:00","127.58"
"B","3","2016-09-23 09:20:00","172.6"
"B","3","2016-09-23 09:40:00","94.91"
"B","3","2016-09-23 10:00:00","175.55"
"B","3","2016-09-23 10:20:00","116.5"
"B","3","2016-09-23 10:40:00","80.36"
"B","3","2016-09-23 11:00:00","97.19"
"B","3","2016-09-23 11:20:00","82.62"
"B","3","2016-09-23 11:40:00","146.02"
"B","3","2016-09-23 12:00:00","93.12"
"B","3","2016-09-23 12:20:00","107.66"
"B","3","2016-09-23 12:40:00","123.1"
"B","3","2016-09-23 13:00:00","102.38"
"B","3","2016-09-23 13:20:00","63.8"
"B","3","2016-09-23 13:40:00","86.18"
"B","3","2016-09-23 14:00:00","99.27"
"B","3","2016-09-23 14:20:00","79.04"
"B","3","2016-09-23 14:40:00","105.31"
"B","3","2016-09-23 15:00:00","121.91"
"B","3","2016-09-23 15:20:00","152.53"
"B","3","2016-09-23 15:40:00","122.65"
"B","3","2016-09-23 16:00:00","137.93"
"B","3","2016-09-23 16:20:00","105.0"
"B","3","2016-09-23 16:40:00","112.47"
"B","3","2016-09-23 17:00:00","102.36"
"B","3","2016-09-23 17:20:00","84.24"
"B","3","2016-09-23 17:40:00","101.8"
"B","3","2016-09-23 18:00:00","121.1"
"B","3","2016-09-23 18:20:00","113.83"
"B","3","2016-09-23 18:40:00","152.8"
"B","3","2016-09-23 19:00:00","71.63"
"B","3","2016-09-23 19:20:00","113.32"
"B","3","2016-09-23 19:40:00","110.59"
"B","3","2016-09-23 20:00:00","94.96"
"B","3","2016-09-23 20:20:00","88.5"
"B","3","2016-09-23 20:40:00","93.27"
"B","3","2016-09-23 21:00:00","83.63"
"B","3","2016-09-23 21:20:00","132.9"
"B","3","2016-09-23 21:40:00","104.58"
"B","3","2016-09-23 22:00:00","36.45"
"B","3","2016-09-23 22:20:00","103.2"
"B","3","2016-09-23 22:40:00","93.62"
"B","3","2016-09-23 23:00:00","105.12"
"B","3","2016-09-23 23:20:00","43.06"
"B","3","2016-09-23 23:40:00","76.11"
"B","3","2016-09-24 00:00:00","0"
"B","3","2016-09-24 00:20:00","0"
"B","3","2016-09-24 00:40:00","110.75"
"B","3","2016-09-24 01:00:00","0"
"B","3","2016-09-24 01:20:00","0"
"B","3","2016-09-24 01:40:00","0"
"B","3","2016-09-24 02:00:00","0"
"B","3","2016-09-24 02:20:00","126.02"
"B","3","2016-09-24 02:40:00","0"
"B","3","2016-09-24 03:00:00","0"
"B","3","2016-09-24 03:20:00","0"
"B","3","2016-09-24 03:40:00","109.03"
"B","3","2016-09-24 04:00:00","109.11"
"B","3","2016-09-24 04:20:00","99.18"
"B","3","2016-09-24 04:40:00","111.53"
"B","3","2016-09-24 05:00:00","0"
"B","3","2016-09-24 05:20:00","0"
"B","3","2016-09-24 05:40:00","71.79"
"B","3","2016-09-24 06:00:00","0"
"B","3","2016-09-24 06:20:00","80.09"
"B","3","2016-09-24 06:40:00","40.71"
"B","3","2016-09-24 07:00:00","94.21"
"B","3","2016-09-24 07:20:00","99.49"
"B","3","2016-09-24 07:40:00","105.96"
"B","3","2016-09-24 08:00:00","103.21"
"B","3","2016-09-24 08:20:00","299.31"
"B","3","2016-09-24 08:40:00","117.11"
"B","3","2016-09-24 09:00:00","105.62"
"B","3","2016-09-24 09:20:00","101.16"
"B","3","2016-09-24 09:40:00","107.8"
"B","3","2016-09-24 10:00:00","109.73"
"B","3","2016-09-24 10:20:00","110.77"
"B","3","2016-09-24 10:40:00","123.19"
"B","3","2016-09-24 11:00:00","93.47"
"B","3","2016-09-24 11:20:00","116.13"
"B","3","2016-09-24 11:40:00","86.27"
"B","3","2016-09-24 12:00:00","81.0"
"B","3","2016-09-24 12:20:00","106.22"
"B","3","2016-09-24 12:40:00","107.03"
"B","3","2016-09-24 13:00:00","95.95"
"B","3","2016-09-24 13:20:00","125.36"
"B","3","2016-09-24 13:40:00","92.1"
"B","3","2016-09-24 14:00:00","109.53"
"B","3","2016-09-24 14:20:00","108.02"
"B","3","2016-09-24 14:40:00","93.3"
"B","3","2016-09-24 15:00:00","105.04"
"B","3","2016-09-24 15:20:00","91.42"
"B","3","2016-09-24 15:40:00","117.97"
"B","3","2016-09-24 16:00:00","126.12"
"B","3","2016-09-24 16:20:00","86.83"
"B","3","2016-09-24 16:40:00","101.34"
"B","3","2016-09-24 17:00:00","109.69"
"B","3","2016-09-24 17:20:00","108.14"
"B","3","2016-09-24 17:40:00","94.38"
"B","3","2016-09-24 18:00:00","92.1"
"B","3","2016-09-24 18:20:00","96.13"
"B","3","2016-09-24 18:40:00","92.89"
"B","3","2016-09-24 19:00:00","94.58"
"B","3","2016-09-24 19:20:00","139.31"
"B","3","2016-09-24 19:40:00","100.59"
"B","3","2016-09-24 20:00:00","100.63"
"B","3","2016-09-24 20:20:00","42.65"
"B","3","2016-09-24 20:40:00","86.19"
"B","3","2016-09-24 21:00:00","105.0"
"B","3","2016-09-24 21:20:00","82.22"
"B","3","2016-09-24 21:40:00","61.66"
"B","3","2016-09-24 22:00:00","78.57"
"B","3","2016-09-24 22:20:00","83.8"
"B","3","2016-09-24 22:40:00","100.72"
"B","3","2016-09-24 23:00:00","66.32"
"B","3","2016-09-24 23:20:00","98.03"
"B","3","2016-09-24 23:40:00","0"
"B","3","2016-09-25 00:00:00","60.23"
"B","3","2016-09-25 00:20:00","0"
"B","3","2016-09-25 00:40:00","0"
"B","3","2016-09-25 01:00:00","0"
"B","3","2016-09-25 01:20:00","89.5"
"B","3","2016-09-25 01:40:00","0"
"B","3","2016-09-25 02:00:00","0"
"B","3","2016-09-25 02:20:00","0"
"B","3","2016-09-25 02:40:00","0"
"B","3","2016-09-25 03:00:00","0"
"B","3","2016-09-25 03:20:00","0"
"B","3","2016-09-25 03:40:00","0"
"B","3","2016-09-25 04:00:00","0"
"B","3","2016-09-25 04:20:00","0"
"B","3","2016-09-25 04:40:00","114.35"
"B","3","2016-09-25 05:00:00","83.25"
"B","3","2016-09-25 05:20:00","58.32"
"B","3","2016-09-25 05:40:00","0"
"B","3","2016-09-25 06:00:00","0"
"B","3","2016-09-25 06:20:00","52.91"
"B","3","2016-09-25 06:40:00","73.92"
"B","3","2016-09-25 07:00:00","60.28"
"B","3","2016-09-25 07:20:00","82.76"
"B","3","2016-09-25 07:40:00","140.59"
"B","3","2016-09-25 08:00:00","55.53"
"B","3","2016-09-25 08:20:00","91.27"
"B","3","2016-09-25 08:40:00","98.45"
"B","3","2016-09-25 09:00:00","91.9"
"B","3","2016-09-25 09:20:00","88.85"
"B","3","2016-09-25 09:40:00","77.73"
"B","3","2016-09-25 10:00:00","95.47"
"B","3","2016-09-25 10:20:00","112.74"
"B","3","2016-09-25 10:40:00","102.37"
"B","3","2016-09-25 11:00:00","90.83"
"B","3","2016-09-25 11:20:00","69.86"
"B","3","2016-09-25 11:40:00","66.24"
"B","3","2016-09-25 12:00:00","95.71"
"B","3","2016-09-25 12:20:00","107.83"
"B","3","2016-09-25 12:40:00","114.51"
"B","3","2016-09-25 13:00:00","90.34"
"B","3","2016-09-25 13:20:00","129.37"
"B","3","2016-09-25 13:40:00","120.03"
"B","3","2016-09-25 14:00:00","139.74"
"B","3","2016-09-25 14:20:00","164.1"
"B","3","2016-09-25 14:40:00","99.19"
"B","3","2016-09-25 15:00:00","130.39"
"B","3","2016-09-25 15:20:00","115.43"
"B","3","2016-09-25 15:40:00","111.85"
"B","3","2016-09-25 16:00:00","118.81"
"B","3","2016-09-25 16:20:00","115.07"
"B","3","2016-09-25 16:40:00","126.24"
"B","3","2016-09-25 17:00:00","81.49"
"B","3","2016-09-25 17:20:00","120.2"
"B","3","2016-09-25 17:40:00","107.98"
"B","3","2016-09-25 18:00:00","128.58"
"B","3","2016-09-25 18:20:00","105.08"
"B","3","2016-09-25 18:40:00","110.73"
"B","3","2016-09-25 19:00:00","70.12"
"B","3","2016-09-25 19:20:00","102.83"
"B","3","2016-09-25 19:40:00","88.66"
"B","3","2016-09-25 20:00:00","74.94"
"B","3","2016-09-25 20:20:00","78.0"
"B","3","2016-09-25 20:40:00","80.7"
"B","3","2016-09-25 21:00:00","177.49"
"B","3","2016-09-25 21:20:00","79.16"
"B","3","2016-09-25 21:40:00","104.8"
"B","3","2016-09-25 22:00:00","91.3"
"B","3","2016-09-25 22:20:00","107.89"
"B","3","2016-09-25 22:40:00","55.24"
"B","3","2016-09-25 23:00:00","0"
"B","3","2016-09-25 23:20:00","116.56"
"B","3","2016-09-25 23:40:00","123.86"
"B","3","2016-09-26 00:00:00","88.44"
"B","3","2016-09-26 00:20:00","0"
"B","3","2016-09-26 00:40:00","0"
"B","3","2016-09-26 01:00:00","0"
"B","3","2016-09-26 01:20:00","124.97"
"B","3","2016-09-26 01:40:00","58.55"
"B","3","2016-09-26 02:00:00","0"
"B","3","2016-09-26 02:20:00","158.27"
"B","3","2016-09-26 02:40:00","0"
"B","3","2016-09-26 03:00:00","0"
"B","3","2016-09-26 03:20:00","0"
"B","3","2016-09-26 03:40:00","84.97"
"B","3","2016-09-26 04:00:00","93.48"
"B","3","2016-09-26 04:20:00","0"
"B","3","2016-09-26 04:40:00","87.66"
"B","3","2016-09-26 05:00:00","111.25"
"B","3","2016-09-26 05:20:00","138.92"
"B","3","2016-09-26 05:40:00","45.72"
"B","3","2016-09-26 06:00:00","82.57"
"B","3","2016-09-26 06:20:00","76.85"
"B","3","2016-09-26 06:40:00","55.17"
"B","3","2016-09-26 07:00:00","102.45"
"B","3","2016-09-26 07:20:00","90.15"
"B","3","2016-09-26 07:40:00","87.74"
"B","3","2016-09-26 08:00:00","121.97"
"B","3","2016-09-26 08:20:00","107.77"
"B","3","2016-09-26 08:40:00","100.85"
"B","3","2016-09-26 09:00:00","147.62"
"B","3","2016-09-26 09:20:00","99.05"
"B","3","2016-09-26 09:40:00","76.18"
"B","3","2016-09-26 10:00:00","121.31"
"B","3","2016-09-26 10:20:00","101.86"
"B","3","2016-09-26 10:40:00","105.08"
"B","3","2016-09-26 11:00:00","111.06"
"B","3","2016-09-26 11:20:00","89.94"
"B","3","2016-09-26 11:40:00","119.51"
"B","3","2016-09-26 12:00:00","91.71"
"B","3","2016-09-26 12:20:00","83.2"
"B","3","2016-09-26 12:40:00","104.86"
"B","3","2016-09-26 13:00:00","89.67"
"B","3","2016-09-26 13:20:00","106.64"
"B","3","2016-09-26 13:40:00","104.79"
"B","3","2016-09-26 14:00:00","61.88"
"B","3","2016-09-26 14:20:00","245.05"
"B","3","2016-09-26 14:40:00","97.77"
"B","3","2016-09-26 15:00:00","98.44"
"B","3","2016-09-26 15:20:00","126.22"
"B","3","2016-09-26 15:40:00","83.06"
"B","3","2016-09-26 16:00:00","100.12"
"B","3","2016-09-26 16:20:00","132.87"
"B","3","2016-09-26 16:40:00","114.46"
"B","3","2016-09-26 17:00:00","114.31"
"B","3","2016-09-26 17:20:00","75.83"
"B","3","2016-09-26 17:40:00","133.28"
"B","3","2016-09-26 18:00:00","175.05"
"B","3","2016-09-26 18:20:00","102.9"
"B","3","2016-09-26 18:40:00","119.94"
"B","3","2016-09-26 19:00:00","77.0"
"B","3","2016-09-26 19:20:00","73.55"
"B","3","2016-09-26 19:40:00","70.41"
"B","3","2016-09-26 20:00:00","62.94"
"B","3","2016-09-26 20:20:00","0"
"B","3","2016-09-26 20:40:00","97.51"
"B","3","2016-09-26 21:00:00","0"
"B","3","2016-09-26 21:20:00","92.72"
"B","3","2016-09-26 21:40:00","81.24"
"B","3","2016-09-26 22:00:00","103.0"
"B","3","2016-09-26 22:20:00","93.23"
"B","3","2016-09-26 22:40:00","0"
"B","3","2016-09-26 23:00:00","81.1"
"B","3","2016-09-26 23:20:00","0"
"B","3","2016-09-26 23:40:00","0"
"B","3","2016-09-27 00:00:00","0"
"B","3","2016-09-27 00:20:00","0"
"B","3","2016-09-27 00:40:00","0"
"B","3","2016-09-27 01:00:00","0"
"B","3","2016-09-27 01:20:00","0"
"B","3","2016-09-27 01:40:00","0"
"B","3","2016-09-27 02:00:00","68.16"
"B","3","2016-09-27 02:20:00","0"
"B","3","2016-09-27 02:40:00","0"
"B","3","2016-09-27 03:00:00","108.41"
"B","3","2016-09-27 03:20:00","73.35"
"B","3","2016-09-27 03:40:00","83.81"
"B","3","2016-09-27 04:00:00","0"
"B","3","2016-09-27 04:20:00","0"
"B","3","2016-09-27 04:40:00","103.3"
"B","3","2016-09-27 05:00:00","0"
"B","3","2016-09-27 05:20:00","59.64"
"B","3","2016-09-27 05:40:00","109.12"
"B","3","2016-09-27 06:00:00","77.4"
"B","3","2016-09-27 06:20:00","86.37"
"B","3","2016-09-27 06:40:00","94.15"
"B","3","2016-09-27 07:00:00","73.08"
"B","3","2016-09-27 07:20:00","79.24"
"B","3","2016-09-27 07:40:00","116.28"
"B","3","2016-09-27 08:00:00","79.88"
"B","3","2016-09-27 08:20:00","74.45"
"B","3","2016-09-27 08:40:00","99.58"
"B","3","2016-09-27 09:00:00","123.24"
"B","3","2016-09-27 09:20:00","97.09"
"B","3","2016-09-27 09:40:00","112.37"
"B","3","2016-09-27 10:00:00","0"
"B","3","2016-09-27 10:20:00","111.76"
"B","3","2016-09-27 10:40:00","91.79"
"B","3","2016-09-27 11:00:00","78.68"
"B","3","2016-09-27 11:20:00","95.34"
"B","3","2016-09-27 11:40:00","96.85"
"B","3","2016-09-27 12:00:00","110.55"
"B","3","2016-09-27 12:20:00","90.49"
"B","3","2016-09-27 12:40:00","121.33"
"B","3","2016-09-27 13:00:00","102.43"
"B","3","2016-09-27 13:20:00","100.99"
