"time_window","A2","A3","B1","B3","C1","C3"
"2016-09-19 13:40:00","61.03","106.67","127.77","143.17","139.49","195.39"
"2016-09-19 14:00:00","50.65","80.38","128.83","100.91","207.1","118.84"
"2016-09-19 14:20:00","57.77","121.45","141.98","71.33","204.26280000000003","104.7"
"2016-09-19 14:40:00","77.95","112.32","178.95","92.1","184.66","140.98"
"2016-09-19 15:00:00","67.13","95.13","121.44","137.59","146.36","174.16130434782607"
"2016-09-19 15:20:00","74.2","113.89","117.98","124.14","145.37","185.19"
"2016-09-19 15:40:00","69.52","142.42","150.63","113.59","197.355","178.37920000000003"
"2016-09-19 16:00:00","73.91","112.25","94.86","85.64","122.58","149.83"
"2016-09-19 16:20:00","97.09","105.44","132.2874074074074","72.97","173.2","145.61"
"2016-09-19 16:40:00","84.96","103.36","102.5","97.8","150.27","154.1"
"2016-09-19 17:00:00","63.53","115.72","96.88","106.31","139.96","215.29"
"2016-09-19 17:20:00","63.54","134.77","141.18727272727276","122.26","140.91","176.30120000000005"
"2016-09-19 17:40:00","64.11","124.86","162.07","80.08","230.17","209.08315789473687"
"2016-09-19 18:00:00","58.54","110.21","138.09565217391304","82.5","205.6309523809524","154.22"
"2016-09-19 18:20:00","54.96","94.86","236.77","64.01","258.6931818181818","190.44"
"2016-09-19 18:40:00","78.85","130.83","171.17","109.09","227.261","200.61380952380952"
"2016-09-19 19:00:00","124.5","124.77","135.97","108.73","237.46000000000004","182.21"
"2016-09-19 19:20:00","61.51","101.58","139.47904761904758","97.85730769230769","149.64","188.12"
"2016-09-19 19:40:00","67.09","103.48","112.66","117.46","179.37","188.3705"
"2016-09-19 20:00:00","68.22","99.54","110.72583333333336","100.3","183.18900000000002","205.89764705882354"
"2016-09-19 20:20:00","53.81","106.68","90.91","137.03","184.8372727272728","171.372"
"2016-09-19 20:40:00","55.04","106.14","118.27","102.86","179.07083333333335","215.58"
"2016-09-19 21:00:00","49.42","105.58","121.12","131.52","208.88","177.08"
"2016-09-19 21:20:00","56.29","112.52","150.44","137.94","230.61","133.66"
"2016-09-19 21:40:00","44.63","100.6","123.71705882352941","42.05","186.15611111111116","186.6063636363636"
"2016-09-19 22:00:00","100.9","221.93","111.8","79.5168181818182","195.81","170.29000000000005"
"2016-09-19 22:20:00","71.01","85.7","115.04411764705885","101.78","165.08866666666663","156.31699999999995"
"2016-09-19 22:40:00","84.1","88.88","118.01545454545456","50.95","165.6784210526316","173.255"
"2016-09-19 23:00:00","50.42","76.43","118.84636363636363","83.84","149.77","167.20000000000005"
"2016-09-19 23:20:00","45.93","102.54","97.89","106.4","146.41444444444446","146.985"
"2016-09-19 23:40:00","50.09347826086956","160.94","206.88","84.93545454545455","158.154","154.264"
"2016-09-20 00:00:00","71.36","108.86","84.84","68.02","135.79","161.7188888888889"
"2016-09-20 00:20:00","51.15599999999999","118.29941176470587","92.75428571428571","136.56","182.60666666666665","152.49500000000003"
"2016-09-20 00:40:00","54.33","98.41055555555555","126.74666666666668","79.73142857142857","165.66857142857143","164.485"
"2016-09-20 01:00:00","68.01347826086958","89.17176470588234","73.56","73.38","184.69375","268.25666666666666"
"2016-09-20 01:20:00","50.91","84.52","173.27875","59.18","144.6275","142.29666666666662"
"2016-09-20 01:40:00","58.85","109.76","96.97","81.52833333333331","164.14666666666668","191.075"
"2016-09-20 02:00:00","60.69749999999999","73.63","107.46999999999998","30.78","129.39249999999998","160.996"
"2016-09-20 02:20:00","75.64","89.88125","101.41","91.38111111111112","169.685","172.7"
"2016-09-20 02:40:00","53.197894736842095","89.1942857142857","103.76","85.95666666666668","182.8333333333333","173.24500000000003"
"2016-09-20 03:00:00","44.1","104.32071428571429","125.24666666666668","103.14666666666666","127.675","189.85"
"2016-09-20 03:20:00","46.01","38.46","92.37857142857143","34.55","139.97750000000002","267.5325"
"2016-09-20 03:40:00","75.46","134.59083333333334","95.10666666666668","70.31","203.9833333333333","104.25"
"2016-09-20 04:00:00","43.53","99.3945","130.35","48.5","194.31","174.39"
"2016-09-20 04:20:00","60.94","80.79","168.23","72.37","141.95","148.06"
"2016-09-20 04:40:00","47.32","113.55666666666669","96.42833333333333","171.99","186.11142857142858","145.225"
"2016-09-20 05:00:00","54.10851851851852","85.9413043478261","86.9390909090909","82.63307692307693","192.42","140.904"
"2016-09-20 05:20:00","46.97","90.52","105.42","76.73941176470588","163.8875","189.785"
"2016-09-20 05:40:00","48.02","112.16","112.7975","90.47","137.75","167.22857142857143"
"2016-09-20 06:00:00","50.70392857142858","97.82","169.5","119.47","166.56","189.363"
"2016-09-20 06:20:00","93.19","122.85","116.70888888888888","82.62739130434781","114.48","184.5"
"2016-09-20 06:40:00","52.35","109.83","101.12","95.02","118.29","153.65333333333334"
"2016-09-20 07:00:00","62.0","113.62","133.82","95.2","177.54","146.98"
"2016-09-20 07:20:00","57.02","136.34","96.92","130.69","170.3625","143.08214285714286"
"2016-09-20 07:40:00","64.3","102.66","109.09608695652176","80.6","147.26","164.74600000000004"
"2016-09-20 08:00:00","58.94","120.8","147.74","126.75","139.38","276.74"
"2016-09-20 08:20:00","70.15","115.92","179.67","107.9","167.95","164.03533333333334"
"2016-09-20 08:40:00","77.05","156.26","164.12","118.13","155.19","166.40727272727275"
"2016-09-20 09:00:00","83.06","127.25","130.92","151.43","175.5046153846154","113.72"
"2016-09-20 09:20:00","70.83","131.14","117.32","141.31","197.22","182.9242857142857"
"2016-09-20 09:40:00","85.52","118.32","127.43","90.94","170.32","167.55666666666667"
"2016-09-20 10:00:00","67.88","101.54","139.46","106.42","168.70296296296297","222.6"
"2016-09-20 10:20:00","50.28","115.24","115.81","132.76","149.54","211.74"
"2016-09-20 10:40:00","83.3","107.56","120.36","102.18","141.93","159.05"
"2016-09-20 11:00:00","74.32","101.13","120.7","120.52","183.59777777777782","159.4047619047619"
"2016-09-20 11:20:00","78.34","124.9","137.13","102.12","298.92","102.33"
"2016-09-20 11:40:00","70.58","113.59","122.74","111.96","141.59","186.3594117647059"
"2016-09-20 12:00:00","70.95","120.57","126.06","114.32","170.4637037037037","194.42"
"2016-09-20 12:20:00","75.39","97.93","159.27","109.55","195.46","154.59"
"2016-09-20 12:40:00","67.45","108.88","135.15","124.04","228.73","137.64"
"2016-09-20 13:00:00","111.44","111.58","114.12","125.59","202.69","183.06"
"2016-09-20 13:20:00","82.26","123.58","148.34","146.82","164.53","214.76"
"2016-09-20 13:40:00","65.18","89.68","141.42","112.94","166.23","167.25"
"2016-09-20 14:00:00","60.19","126.55","146.81","141.04","185.09","243.14"
"2016-09-20 14:20:00","51.95","108.0","166.41","208.11","189.4","164.03"
"2016-09-20 14:40:00","87.83","109.29","145.0","90.2","211.67","116.5"
"2016-09-20 15:00:00","57.14","114.9","120.18","123.73","119.71","114.65"
"2016-09-20 15:20:00","72.09","106.02","134.84","122.39","185.5676923076923","159.06"
"2016-09-20 15:40:00","69.3","104.59","173.09","103.3","162.09","131.04"
"2016-09-20 16:00:00","74.42","117.14","167.51","163.55","186.71615384615384","153.67"
"2016-09-20 16:20:00","93.9","90.92","120.1","92.29","152.69","185.51777777777784"
"2016-09-20 16:40:00","70.52","95.44","138.59","94.46","189.75","175.41"
"2016-09-20 17:00:00","65.65","106.79","122.19","106.58","192.90576923076924","196.55"
"2016-09-20 17:20:00","59.27","128.15","100.91","107.88","144.96","176.30120000000005"
"2016-09-20 17:40:00","60.11","101.61","116.77","104.06","225.21","209.08315789473687"
"2016-09-20 18:00:00","77.01","112.62","133.63","113.64703703703705","205.6309523809524","174.05"
"2016-09-20 18:20:00","64.21","142.51","339.8","84.24","337.95","198.73900000000003"
"2016-09-20 18:40:00","62.39","96.71","139.05541666666667","115.28","336.16","200.61380952380952"
"2016-09-20 19:00:00","61.81","94.17","148.12","55.22","210.12","134.94"
"2016-09-20 19:20:00","41.63","121.39","136.8","98.14","174.35","172.26"
"2016-09-20 19:40:00","90.01","125.56","162.77","59.18","147.4","188.3705"
"2016-09-20 20:00:00","54.54","94.05","96.37","121.09","241.4","141.37"
"2016-09-20 20:20:00","59.38","113.64","120.527037037037","111.16","161.0","175.79"
"2016-09-20 20:40:00","52.5","119.08","117.17384615384616","99.42","143.02","190.36"
"2016-09-20 21:00:00","100.59","98.61","108.35","96.66","192.95809523809518","148.94"
"2016-09-20 21:20:00","66.05","144.03","107.97","116.25","191.6909523809524","181.22"
"2016-09-20 21:40:00","53.0","160.92","123.71705882352941","96.39","225.41","274.3"
"2016-09-20 22:00:00","47.39","100.88555555555556","98.11","103.53","150.27","170.29000000000005"
"2016-09-20 22:20:00","48.31","101.57","115.04411764705885","105.25","165.08866666666663","156.31699999999995"
"2016-09-20 22:40:00","41.51","102.94","109.87","98.51","155.64","173.255"
"2016-09-20 23:00:00","61.71","98.95666666666668","118.84636363636363","61.86","186.02","179.7"
"2016-09-20 23:20:00","55.76","150.57","104.7","106.94","146.41444444444446","143.59"
"2016-09-20 23:40:00","46.09","107.38","116.44200000000001","77.47","158.154","154.264"
"2016-09-21 00:00:00","57.16","96.36176470588236","91.41166666666666","215.28","171.96","161.7188888888889"
"2016-09-21 00:20:00","38.55","118.29941176470587","92.75428571428571","28.24","182.60666666666665","152.495"
"2016-09-21 00:40:00","32.67","128.72","118.18","79.73142857142857","165.66857142857143","164.485"
"2016-09-21 01:00:00","102.17","77.16","135.27375","70.47","184.69375","268.25666666666666"
"2016-09-21 01:20:00","53.27428571428571","95.97","173.27875","90.72555555555552","144.6275","142.29666666666662"
"2016-09-21 01:40:00","43.52","67.16","93.29666666666664","81.52833333333334","164.14666666666662","191.075"
"2016-09-21 02:00:00","46.13","98.36285714285715","107.47","61.77999999999999","129.39249999999998","160.99599999999995"
"2016-09-21 02:20:00","53.16","89.88125","101.41","91.38111111111107","169.68499999999997","172.69999999999996"
"2016-09-21 02:40:00","46.53","24.61","146.60500000000005","124.22","180.6","173.245"
"2016-09-21 03:00:00","52.12","129.58","125.24666666666668","103.14666666666668","127.675","189.85"
"2016-09-21 03:20:00","40.48","95.21","92.37857142857143","95.71363636363635","139.9775","267.5325"
"2016-09-21 03:40:00","38.0","88.55","110.7","89.78299999999999","203.9833333333333","104.25"
"2016-09-21 04:00:00","67.05","236.3","103.52833333333336","77.44999999999997","160.11166666666668","174.39"
"2016-09-21 04:20:00","26.08","102.35714285714286","98.28333333333332","83.3477777777778","141.95","148.06"
"2016-09-21 04:40:00","50.27","65.48","96.42833333333333","87.26769230769231","186.11142857142858","145.225"
"2016-09-21 05:00:00","48.78","101.82","86.9390909090909","82.63307692307693","143.11250000000004","140.904"
"2016-09-21 05:20:00","74.12","104.12","66.25","76.73941176470588","163.8875","189.785"
"2016-09-21 05:40:00","50.68","91.78","95.69","88.71","230.36","141.34"
"2016-09-21 06:00:00","59.69","121.07","126.09117647058822","120.96","145.7829411764706","189.363"
"2016-09-21 06:20:00","54.68","130.89","116.70888888888888","78.29","138.5","303.41"
"2016-09-21 06:40:00","49.19","121.72","119.3","103.97846153846152","152.22","153.65333333333334"
"2016-09-21 07:00:00","61.19","99.62","117.08629629629631","108.38","167.63","81.04"
"2016-09-21 07:20:00","123.57","124.28","113.84","49.93","160.06","143.08214285714286"
"2016-09-21 07:40:00","59.09","139.61","109.09608695652172","100.78","192.77","126.69"
"2016-09-21 08:00:00","55.45","127.49","118.82607142857141","151.0","192.36","112.29"
"2016-09-21 08:20:00","66.75","107.83","94.63","127.77","152.49","314.07"
"2016-09-21 08:40:00","64.25","104.91","98.19","169.72","178.86","437.68"
"2016-09-21 09:00:00","108.22","272.65","124.49307692307694","252.82","135.0","255.13"
"2016-09-21 09:20:00","61.66","227.0","95.51","135.63","157.7","182.9242857142857"
"2016-09-21 09:40:00","94.26","101.48","158.7","117.77","168.2","167.55666666666667"
"2016-09-21 10:00:00","72.12","115.45","127.61","127.55","110.86","200.78684210526316"
"2016-09-21 10:20:00","56.87","113.55","313.19","110.52","177.2857692307692","126.34"
"2016-09-21 10:40:00","71.8","82.75","153.38","154.48","141.97","181.02"
"2016-09-21 11:00:00","56.22","108.24","104.15","102.31","212.87","114.2"
"2016-09-21 11:20:00","46.46","98.91","115.48","84.23","146.02","123.22"
"2016-09-21 11:40:00","61.84","105.55","151.7","103.14","173.6","180.3"
"2016-09-21 12:00:00","56.98","104.2","90.31","124.78","168.99","156.13157894736844"
"2016-09-21 12:20:00","45.97","118.03","75.43","144.93","200.0588888888889","143.21"
"2016-09-21 12:40:00","72.75","86.71","93.96","94.92","184.42","126.47"
"2016-09-21 13:00:00","75.13","104.84","97.73","121.87","163.42","155.14"
"2016-09-21 13:20:00","58.73","89.33","145.05","137.61","140.53","185.44"
"2016-09-21 13:40:00","62.56","99.67","92.27","107.45","147.26","129.8"
"2016-09-21 14:00:00","74.63","95.07","122.77","113.8","157.17","177.58"
"2016-09-21 14:20:00","52.59","99.79","195.92","124.99","140.52","154.04"
"2016-09-21 14:40:00","81.38","140.94","104.7","121.67","140.68","193.06"
"2016-09-21 15:00:00","47.04","90.16","134.26","102.55","158.26","219.1"
"2016-09-21 15:20:00","138.96","102.51","137.58","120.98","192.64","294.56"
"2016-09-21 15:40:00","80.58","91.95","125.82","100.15","213.79","127.07"
"2016-09-21 16:00:00","78.8","97.5","132.1723076923077","123.32","141.8","169.38"
"2016-09-21 16:20:00","65.03","110.77","46.11","115.15","184.23","166.84"
"2016-09-21 16:40:00","78.4","110.4","116.92","107.66","166.07","239.33"
"2016-09-21 17:00:00","69.95","115.54","127.05148148148147","81.4","237.81","241.3"
"2016-09-21 17:20:00","56.71","93.73","141.18727272727273","91.68","205.02","133.25"
"2016-09-21 17:40:00","70.97","108.61","140.86","92.06","210.74041666666665","173.89"
"2016-09-21 18:00:00","78.48","108.34","130.06","109.19","205.6309523809524","164.54"
"2016-09-21 18:20:00","56.71","117.79","146.2986956521739","68.14","258.6931818181818","131.76"
"2016-09-21 18:40:00","66.62","119.67","141.04","128.4","227.261","188.63"
"2016-09-21 19:00:00","48.62","116.37","109.78","91.92","237.46000000000004","115.84"
"2016-09-21 19:20:00","69.15","114.08","96.68","97.14","204.58","182.77266666666665"
"2016-09-21 19:40:00","66.8","133.57","88.06","91.92","160.76","188.3705"
"2016-09-21 20:00:00","76.18","104.70357142857144","110.72583333333336","155.45","178.5","205.8976470588235"
"2016-09-21 20:20:00","59.83","125.07","140.9","101.67","164.51","171.372"
"2016-09-21 20:40:00","48.88","96.32","121.23","118.37","158.36","119.59"
"2016-09-21 21:00:00","52.01","103.28","121.39749999999998","45.59","190.54","162.71"
"2016-09-21 21:20:00","66.5","102.57","125.17","97.69","191.69095238095238","155.2"
"2016-09-21 21:40:00","54.56","107.55","50.81","75.92","186.15611111111116","186.6063636363636"
"2016-09-21 22:00:00","51.46","103.34","114.86769230769232","79.51681818181817","234.6","170.29"
"2016-09-21 22:20:00","83.8","87.77","141.22","65.69","160.04","183.59"
"2016-09-21 22:40:00","41.01","101.15","66.05","62.96","184.0","138.28"
"2016-09-21 23:00:00","59.80208333333334","80.83","118.84636363636363","178.51","218.69","167.20000000000005"
"2016-09-21 23:20:00","77.45","133.91","95.58","86.62","146.41444444444446","134.92"
"2016-09-21 23:40:00","49.85","127.77","97.97","84.93545454545453","129.46","166.68"
"2016-09-22 00:00:00","73.1","96.36176470588238","91.41166666666668","93.60470588235296","124.91","161.7188888888889"
"2016-09-22 00:20:00","50.52","75.34","92.75428571428571","92.20583333333332","182.60666666666668","156.44"
"2016-09-22 00:40:00","37.02","125.88","126.74666666666668","79.73142857142858","183.73","164.485"
"2016-09-22 01:00:00","55.72","89.17176470588234","135.27374999999998","138.43","184.69375","268.25666666666666"
"2016-09-22 01:20:00","53.27428571428572","84.94384615384615","173.27875","58.24","144.6275","142.29666666666668"
"2016-09-22 01:40:00","53.88","92.83333333333331","93.29666666666664","81.52833333333334","164.14666666666662","191.075"
"2016-09-22 02:00:00","66.6","98.36285714285714","107.47","135.13","129.39249999999998","160.996"
"2016-09-22 02:20:00","59.75","89.88125","101.41","91.38111111111107","169.68499999999997","172.69999999999996"
"2016-09-22 02:40:00","53.197894736842116","89.1942857142857","95.22","85.95666666666668","152.86","173.24500000000003"
"2016-09-22 03:00:00","50.37578947368421","125.5","125.24666666666668","103.14666666666666","127.675","189.85"
"2016-09-22 03:20:00","35.83","84.52454545454545","92.37857142857143","88.5","139.9775","267.5325"
"2016-09-22 03:40:00","57.38269230769231","104.93","95.10666666666668","121.3","203.9833333333333","104.25"
"2016-09-22 04:00:00","33.81","99.39449999999997","103.52833333333336","75.32","136.53","174.39"
"2016-09-22 04:20:00","46.2","102.35714285714286","98.28333333333332","98.41","141.95000000000005","148.06"
"2016-09-22 04:40:00","68.22","81.2","103.71","87.26769230769231","186.11142857142858","145.225"
"2016-09-22 05:00:00","53.7","101.18","129.05","82.63307692307693","143.1125","140.904"
"2016-09-22 05:20:00","41.51","98.91","99.668","90.16","163.88749999999996","189.78500000000003"
"2016-09-22 05:40:00","46.87","76.29","112.7975","85.13000000000002","114.7","167.22857142857143"
"2016-09-22 06:00:00","59.31","70.18","126.09117647058822","93.4","145.78294117647062","192.52"
"2016-09-22 06:20:00","52.04","132.52","117.09","156.58","130.36","210.19714285714284"
"2016-09-22 06:40:00","38.01","107.62","119.77","90.44","173.44","153.6533333333333"
"2016-09-22 07:00:00","45.05","101.29","166.91","118.62","236.65","145.33714285714285"
"2016-09-22 07:20:00","57.92","113.77","93.41","84.51","144.63","143.09"
"2016-09-22 07:40:00","52.78","95.08","109.09608695652176","54.48","204.84","164.74599999999998"
"2016-09-22 08:00:00","68.53","138.1","123.65","100.55","125.02","162.92266666666666"
"2016-09-22 08:20:00","71.83","108.66","128.09","110.14","127.56","164.03533333333334"
"2016-09-22 08:40:00","65.26","127.22","133.18","112.64","188.84","210.32"
"2016-09-22 09:00:00","66.88","125.58","95.44","120.44","175.5046153846154","158.02"
"2016-09-22 09:20:00","75.39","112.33","119.81","101.91","203.67","131.37"
"2016-09-22 09:40:00","48.42","102.81","138.75","134.51","177.15","215.32"
"2016-09-22 10:00:00","82.11","97.25","135.01","95.72","176.46","156.58"
"2016-09-22 10:20:00","58.36","101.42","120.87","101.11","177.28576923076923","233.0"
"2016-09-22 10:40:00","45.22","90.34","116.03","130.86","173.15","167.04681818181817"
"2016-09-22 11:00:00","53.16","126.58","96.69","123.07","180.49","159.4047619047619"
"2016-09-22 11:20:00","42.43","94.06","100.56","76.85","172.68","187.7"
"2016-09-22 11:40:00","118.7","106.24","115.85","123.48","181.81","186.3594117647059"
"2016-09-22 12:00:00","53.33","104.85","111.90884615384616","103.68","176.35","144.41"
"2016-09-22 12:20:00","65.52","100.02","134.46","79.97","191.69","156.2127777777778"
"2016-09-22 12:40:00","49.95","100.24","148.84","78.74","159.97","419.59"
"2016-09-22 13:00:00","77.38","116.97","122.48807692307692","118.72","151.56","173.74"
"2016-09-22 13:20:00","54.16","107.26","162.06","93.86","185.21","163.36"
"2016-09-22 13:40:00","59.62","93.59","153.25","123.97","183.47","165.33"
"2016-09-22 14:00:00","49.73","89.3","197.75","112.85","124.91","196.26"
"2016-09-22 14:20:00","68.34","84.7","126.57","77.76","218.21","170.21"
"2016-09-22 14:40:00","72.29","95.93","131.84","105.17","198.27","179.72"
"2016-09-22 15:00:00","53.91","119.02","132.26","113.28","147.37","181.15"
"2016-09-22 15:20:00","69.15","139.41","94.59","136.09","131.62","209.25"
"2016-09-22 15:40:00","82.56","76.14","103.0","116.55","176.3","169.89"
"2016-09-22 16:00:00","50.47","123.49","216.68","88.75","186.71615384615384","203.82"
"2016-09-22 16:20:00","80.98","111.34","120.29","120.81","191.02","165.29"
"2016-09-22 16:40:00","100.72","126.71","124.97","116.62","162.16","194.59"
"2016-09-22 17:00:00","60.87","125.7","120.31","70.61","192.9057692307692","122.26"
"2016-09-22 17:20:00","74.19","101.77","138.97","132.87","220.02","219.42"
"2016-09-22 17:40:00","47.05","126.53","108.64","137.84","210.74041666666665","209.08315789473687"
"2016-09-22 18:00:00","89.46","145.8","131.31","101.47","136.51","136.18"
"2016-09-22 18:20:00","61.37","114.23","119.04","112.04","258.6931818181818","283.73"
"2016-09-22 18:40:00","73.63","90.44","94.0","122.5","227.261","125.44"
"2016-09-22 19:00:00","64.92","122.4","157.8063636363636","108.4","191.08","170.00294117647059"
"2016-09-22 19:20:00","59.81","194.37","130.89","108.07","203.6536363636364","206.79"
"2016-09-22 19:40:00","51.03","82.75","87.89","146.25","179.37","188.3705"
"2016-09-22 20:00:00","40.87","114.22","84.04","88.83","183.18900000000002","205.89764705882354"
"2016-09-22 20:20:00","61.92","125.59","162.61","111.98","184.8372727272728","186.22"
"2016-09-22 20:40:00","75.56","85.88","101.17","107.72","212.55","145.22"
"2016-09-22 21:00:00","69.17","99.42","129.48","91.96","213.04","275.82"
"2016-09-22 21:20:00","50.04","70.2","95.34","95.34","205.71","166.95357142857142"
"2016-09-22 21:40:00","41.26","85.7","98.09","65.0","143.52","186.6063636363636"
"2016-09-22 22:00:00","49.91","83.38","114.86769230769232","129.39","191.69545454545457","170.29"
"2016-09-22 22:20:00","67.69","99.61","115.04411764705885","93.87","127.56","156.31699999999995"
"2016-09-22 22:40:00","37.71","102.1562962962963","118.01545454545456","78.27952380952381","143.41","173.25499999999997"
"2016-09-22 23:00:00","71.45","140.0","118.84636363636363","80.4884210526316","176.36882352941174","167.20000000000005"
"2016-09-22 23:20:00","41.41","101.79","98.29526315789472","107.06","146.41444444444446","146.985"
"2016-09-22 23:40:00","39.83","76.19","116.442","84.93545454545455","158.154","154.26400000000004"
"2016-09-23 00:00:00","68.44","176.67","81.94","93.60470588235293","95.02","161.7188888888889"
"2016-09-23 00:20:00","58.0","57.34","92.75428571428571","92.20583333333332","182.60666666666665","152.495"
"2016-09-23 00:40:00","48.14666666666667","127.26","126.74666666666668","79.73142857142857","165.66857142857143","164.485"
"2016-09-23 01:00:00","54.69","89.17176470588234","135.27375","84.14454545454545","180.38","268.25666666666666"
"2016-09-23 01:20:00","53.27428571428572","84.94384615384614","173.27874999999997","107.73","144.6275","142.29666666666662"
"2016-09-23 01:40:00","56.53","119.29","93.29666666666664","81.52833333333334","164.14666666666668","191.075"
"2016-09-23 02:00:00","47.88","98.36285714285714","107.47","61.78","129.39249999999998","160.99599999999995"
"2016-09-23 02:20:00","39.02","89.88125000000002","101.41","91.38111111111107","169.68499999999997","172.69999999999996"
"2016-09-23 02:40:00","70.01","95.08","146.60500000000005","85.95666666666668","182.83333333333331","173.245"
"2016-09-23 03:00:00","41.14","97.57","125.24666666666664","103.14666666666668","127.675","189.85"
"2016-09-23 03:20:00","50.81","84.52454545454545","92.37857142857143","208.64","139.9775","267.5325"
"2016-09-23 03:40:00","49.42","134.59083333333334","111.46","89.78299999999999","203.9833333333333","104.25"
"2016-09-23 04:00:00","51.77","65.2","103.52833333333334","77.44999999999997","160.11166666666662","174.39"
"2016-09-23 04:20:00","24.31","102.35714285714286","98.28333333333332","99.14","141.95000000000005","148.06"
"2016-09-23 04:40:00","53.56","99.93","66.68","87.26769230769231","224.62","145.225"
"2016-09-23 05:00:00","46.68","73.97","86.93909090909092","82.63307692307693","143.1125","140.904"
"2016-09-23 05:20:00","41.64","98.98590909090908","99.66799999999999","30.07","253.0","189.78500000000003"
"2016-09-23 05:40:00","53.61","28.81","146.31","85.13000000000002","197.85625","166.89"
"2016-09-23 06:00:00","59.24","180.45","126.09117647058821","139.65","170.58","314.37"
"2016-09-23 06:20:00","50.53","102.89","146.82","61.33","151.67","210.19714285714284"
"2016-09-23 06:40:00","51.25","92.03","119.93","144.06","112.42","153.6533333333333"
"2016-09-23 07:00:00","68.83","125.12","116.25","149.87","183.28","145.33714285714288"
"2016-09-23 07:20:00","82.8","204.19","117.43","111.22","218.13","66.72"
"2016-09-23 07:40:00","71.68","138.69","102.36","124.0","174.59","164.74599999999995"
"2016-09-23 08:00:00","69.99","123.56","134.99","113.02","157.25","162.92266666666666"
"2016-09-23 08:20:00","63.91","138.71","110.46","179.88","149.39","164.03533333333337"
